ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-0-443-34645-3,9780443346453,Innovation in Cell Death Research,1877-1173,217,,Progress in Molecular Biology and Translational Science,2025,2025/6/25,https://www.sciencedirect.com/science/book/9780443346453,Book Series Volume,Academic Press
978-0-443-34481-7,9780443344817,Advances in Cancer Research,0065-230X,168,,Advances in Cancer Research,2025,2025/6/23,https://www.sciencedirect.com/science/book/9780443344817,Book Series Volume,Academic Press
978-0-443-45008-2,9780443450082,The Science of the Brain,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443450082,Book,Academic Press
978-0-443-15956-5,9780443159565,Cheese (Fifth Edition),,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443159565,Book,Academic Press
978-0-443-15898-8,9780443158988,High Strength Steels,,,,Acta Materialia Book Series,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443158988,Book,Elsevier
978-0-443-15916-9,9780443159169,Tendon Regeneration (Second Edition),,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443159169,Book,Academic Press
978-0-443-18805-3,9780443188053,Sea Otter Conservation II,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443188053,Book,Academic Press
978-0-443-12566-9,9780443125669,Atlas of Interventional Pain Management (Sixth Edition),,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443125669,Book,Elsevier
978-0-443-33732-1,9780443337321,Treatise on Process Metallurgy,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443337321,Book,Elsevier
978-0-443-30235-0,9780443302350,Prediction Methods and Evaluation of the Fatigue Life for Automotive Structural Components,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443302350,Book,Elsevier
978-0-443-34719-1,9780443347191,"Sensors, Circuits, and Systems for Scientific Instruments",,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443347191,Book,Academic Press
978-0-443-33823-6,9780443338236,Python Fast Track,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443338236,Book,Morgan Kaufmann
978-0-443-34717-7,9780443347177,"Handbook of Blockchain, Digital Finance, and Inclusion, Volume 3",,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443347177,Book,Academic Press
978-0-443-33813-7,9780443338137,Technological Innovations and Industry 5.0,,,,Developments and Advances in the Supply Chain Industry,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443338137,Book,Elsevier
978-0-443-29064-0,9780443290640,Photochemical Splitting of Water,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443290640,Book,Elsevier
978-0-443-26706-2,9780443267062,Nuclear Wastewater Treatment by Adsorption Process,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443267062,Book,Elsevier
978-0-443-22224-5,9780443222245,Developmental Dyscalculia,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443222245,Book,Academic Press
978-0-443-36338-2,9780443363382,Space Biology and Space Biotechnology,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443363382,Book,Academic Press
978-0-443-28896-8,9780443288968,Impact Mechanics of Ceramic Armor,,,,Elsevier Series in Mechanics of Advanced Materials,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443288968,Book,Elsevier
978-0-443-24064-5,9780443240645,Quantum Dot Nanocarriers for Drug Delivery,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443240645,Book,Academic Press
978-0-443-31624-1,9780443316241,"Rehabilitation Engineering, Assistive Technologies and the Future of Healthcare Using Robotics",,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443316241,Book,Academic Press
978-0-443-33140-4,9780443331404,The Sustainable Food Choice,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443331404,Book,Academic Press
978-0-443-23703-4,9780443237034,One- and Two-Dimensional Nanomaterials,,,,Advances in Biotechnology and Bioengineering,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443237034,Book,Academic Press
978-0-443-21568-1,9780443215681,Cellular IoT,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443215681,Book,Academic Press
978-0-443-23879-6,9780443238796,Polymer Nanocomposite Membranes in Water Treatment and Desalination,,,,Woodhead Publishing in Materials,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443238796,Book,Woodhead Publishing
978-0-443-23536-8,9780443235368,Environmental Psychology and Human Well-Being (Second Edition),,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443235368,Book,Academic Press
978-0-443-22390-7,9780443223907,Sustainable Applications of Pomegranate Peels,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443223907,Book,Academic Press
978-0-443-27654-5,9780443276545,The Oscillating Universe,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443276545,Book,Elsevier
978-0-443-33871-7,9780443338717,The Prediction of Future Pandemics,,,,Micro and Nano Technologies,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443338717,Book,Elsevier
978-0-443-40553-2,9780443405532,Bi-directionality in Human-AI Collaborative Systems,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443405532,Book,Academic Press
978-0-443-33333-0,9780443333330,Digital Twins for Smart Metabolic Circular Cities,,,,Smart Cities,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443333330,Book,Elsevier
978-0-443-21714-2,9780443217142,Plant-Based Milk Alternatives and Human Health,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443217142,Book,Elsevier
978-0-443-26799-4,9780443267994,Role of Antioxidants in Mitigating Plant Stress,,,,"Plant Biology, sustainability and climate change",2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443267994,Book,Academic Press
978-0-443-30056-1,9780443300561,Composite Disturbance Rejection Control (CDRC) for Complex Dynamic Systems,,,,"Emerging Methodologies and Applications in Modelling, Identification and Control",2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443300561,Book,Academic Press
978-0-443-28808-1,9780443288081,Additive Manufacturing Solutions for Advanced Veterinary Practice,,,,Additive Manufacturing Materials and Technologies,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443288081,Book,Elsevier
978-0-443-30116-2,9780443301162,Enhanced Geothermal Systems (EGS) for Sustainable Development,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443301162,Book,Elsevier
978-0-443-23607-5,9780443236075,Integrated Biotechnological Solutions for the Treatment of Industrial Wastewater,,,,Development in Wastewater Treatment Research and Processes,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443236075,Book,Elsevier
978-0-443-33030-8,9780443330308,Point-of-Care Technology for Portable Testing Devices,,,,,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443330308,Book,Academic Press
978-0-443-27546-3,9780443275463,Fiber-Reinforced Polymer Composites,,,,Woodhead Publishing Series in Composites Science and Engineering,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780443275463,Book,Woodhead Publishing
978-0-12-821288-2,9780128212882,Fatigue in Composites (Second Edition),,,,Woodhead Publishing Series in Composites Science and Engineering,2025,2025/6/20,https://www.sciencedirect.com/science/book/9780128212882,Book,Woodhead Publishing
978-0-443-34631-6,9780443346316,"Next-Generation Cereal-Based Foods and Beverages: Breakthroughs in Technology, Sustainability, and Health",1043-4526,117,,Advances in Food and Nutrition Research,2025,2025/6/18,https://www.sciencedirect.com/science/book/9780443346316,Book Series Volume,Academic Press
978-0-443-34505-0,9780443345050,Advances in Applied Microbiology,0065-2164,131,,Advances in Applied Microbiology,2025,2025/6/18,https://www.sciencedirect.com/science/book/9780443345050,Book Series Volume,Academic Press
978-0-443-13839-3,9780443138393,Encyclopedia of the Eye (Second Edition),,,,,2025,2025/6/18,https://www.sciencedirect.com/science/referenceworks/9780443138393,Reference Work,Elsevier
978-0-323-90421-6,9780323904216,"The Sustainability Handbook, Volume 2",,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780323904216,Book,Elsevier
978-0-443-22300-6,9780443223006,Molecular Medicine and Biomedical Research in the Era of Precision Medicine,,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443223006,Book,Academic Press
978-0-443-31446-9,9780443314469,Fundamentals of Air Pollution (Sixth Edition),,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443314469,Book,Academic Press
978-0-443-24820-7,9780443248207,"Handbook of Milk Production, Quality and  Nutrition",,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443248207,Book,Academic Press
978-0-443-21793-7,9780443217937,Rice Cultivation Under Abiotic Stress,,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443217937,Book,Academic Press
978-0-443-23796-6,9780443237966,"Microbial Biotechnology: Integrated Microbial Engineering for B3 – Bioenergy, Bioremediation, and Bioproducts",,,,Development in Wastewater Treatment Research and Processes,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443237966,Book,Elsevier
978-0-443-30086-8,9780443300868,Antidiabetic Drug Discovery from Natural Products,,,,,2025,2025/6/13,https://www.sciencedirect.com/science/book/9780443300868,Book,Elsevier
978-0-443-34441-1,9780443344411,Sustainable bioplastics production from renewable sources,2468-0125,10,,Advances in Bioenergy,2025,2025/6/11,https://www.sciencedirect.com/science/book/9780443344411,Book Series Volume,Elsevier
978-0-443-31442-1,9780443314421,Advances in Agronomy,0065-2113,193,,Advances in Agronomy,2025,2025/6/10,https://www.sciencedirect.com/science/book/9780443314421,Book Series Volume,Academic Press
978-0-323-85786-4,9780323857864,Langmuir-Blodgett Films,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780323857864,Book,Elsevier
978-0-323-90391-2,9780323903912,Translational Pulmonology,,,,Handbook for Designing and Conducting Clinical and Translational Research,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780323903912,Book,Academic Press
978-0-443-16041-7,9780443160417,High Performance Basalt Fiber,,,,Woodhead Publishing Series in Composites Science and Engineering,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443160417,Book,Woodhead Publishing
978-0-12-824365-7,9780128243657,Green Building: An Engineering Approach to Sustainable Construction,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780128243657,Book,Butterworth-Heinemann
978-0-443-30016-5,9780443300165,Nanogels,,,,Woodhead Publishing Series in Biomaterials,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443300165,Book,Woodhead Publishing
978-0-443-22247-4,9780443222474,Flame Retardant Selection for Polymers,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443222474,Book,Elsevier
978-0-443-29829-5,9780443298295,Innovations in Cardio-Oncology,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443298295,Book,Academic Press
978-0-443-34152-6,9780443341526,Application of Adult Stem Cells in Regenerative Medicine,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443341526,Book,Academic Press
978-0-443-26637-9,9780443266379,Sustainable Packaging Strengthened by Biomass,,,,Woodhead Publishing Reviews: Mechanical Engineering Series,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443266379,Book,Woodhead Publishing
978-0-443-24826-9,9780443248269,Municipal Wastewater Treatment,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443248269,Book,Elsevier
978-0-443-28973-6,9780443289736,Non-thermal Processing of Major Food Macromolecules,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443289736,Book,Academic Press
978-0-443-30124-7,9780443301247,Electrochemistry of Organic and Organometallic Compounds,,,,,2025,2025/6/6,https://www.sciencedirect.com/science/book/9780443301247,Book,Elsevier
978-0-443-15979-4,9780443159794,Comprehensive Sampling and Sample Preparation (Second Edition),,,,,2025,2025/6/2,https://www.sciencedirect.com/science/referenceworks/9780443159794,Reference Work,Academic Press
978-0-323-95311-5,9780323953115,The Living Laboratory for Precision Medicine,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780323953115,Book,Academic Press
978-0-323-99651-8,9780323996518,Neuropathology of Aging and Alzheimer’s Disease,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780323996518,Book,Elsevier
978-0-323-93434-3,9780323934343,Cibas and Ducatman’s Cytology (Sixth Edition),,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780323934343,Book,Elsevier
978-0-323-88440-2,9780323884402,Theoretical Foundations of Multiscale Modelling,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780323884402,Book,Elsevier
978-0-443-13443-2,9780443134432,The UX Book (Third Edition),,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443134432,Book,Morgan Kaufmann
978-0-443-10944-7,9780443109447,Swaiman's Pediatric Neurology (Seventh Edition),,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443109447,Book,Elsevier
978-0-443-13403-6,9780443134036,Smart Organ-on-Chip Devices,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443134036,Book,Academic Press
978-0-443-15700-4,9780443157004,Carbohydrate Nutrition,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443157004,Book,Academic Press
978-0-443-13525-5,9780443135255,Sustainable Goat Production in the Changing Climate,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443135255,Book,Academic Press
978-0-08-102871-1,9780081028711,Atlas of Marine Invertebrate Larvae (Second Edition),,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780081028711,Book,Academic Press
978-0-443-32942-5,9780443329425,The Epidemiology and Prevention of Childhood Injuries,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443329425,Book,Academic Press
978-0-443-24059-1,9780443240591,Music and Dementia,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443240591,Book,Academic Press
978-0-443-26512-9,9780443265129,Nanopaints,,,,Micro and Nano Technologies,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443265129,Book,Elsevier
978-0-443-29032-9,9780443290329,Advanced Machine Learning for Cyber-Attack Detection in IoT Networks,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443290329,Book,Academic Press
978-0-443-23750-8,9780443237508,Structural Inequalities and Health Outcomes for Chronic Disease,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443237508,Book,Academic Press
978-0-443-26554-9,9780443265549,Electric and Electronic Applications of Metal Oxides,,,,Metal Oxides,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443265549,Book,Elsevier
978-0-443-26572-3,9780443265723,Edge Intelligence in Cyber-Physical  Systems,,,,Intelligent Data-Centric Systems,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443265723,Book,Academic Press
978-0-443-33902-8,9780443339028,Biomarker Landscape in Cancer Research,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443339028,Book,Academic Press
978-0-443-30120-9,9780443301209,Lung Cancer and Environmental Toxicants,,,,,2025,2025/5/30,https://www.sciencedirect.com/science/book/9780443301209,Book,Academic Press
